STREAM_ID,NODE_ID,STREAM_KM,INFLOW,TEMPERATURE,OUTFLOW
,,27.2,0,11.16070289,
,,27.1,0,11.16070289,
,,27,0,11.16070289,
,,26.9,0,11.16070289,
,,26.8,0,11.16070289,
,,26.7,0,11.16070289,
,,26.6,0,11.16070289,
,,26.5,0,11.16070289,
,,26.4,0,11.16070289,
,,26.3,0,11.16070289,
,,26.2,0.000177389,11.16070289,
,,26.1,8.60E-05,11.16070289,
,,26,0.000201244,11.16070289,
,,25.9,0.000293511,11.16070289,
,,25.8,3.35E-05,11.16070289,
,,25.7,0,11.16070289,
,,25.6,0.000406207,11.16070289,
,,25.5,0.00048141,11.16070289,
,,25.4,0.000662294,11.16070289,
,,25.3,0.000218066,11.16070289,
,,25.2,0.000136217,11.16070289,
,,25.1,0,11.16070289,
,,25,0.000572084,11.16070289,
,,24.9,0.000223238,11.16070289,
,,24.8,0.000176339,11.16070289,
,,24.7,0.000328819,11.16070289,
,,24.6,0.000949017,11.16070289,
,,24.5,0.000140618,11.16070289,
,,24.4,0.005194176,11.16070289,
,,24.3,0.001115181,11.16070289,
,,24.2,2.28E-05,11.16070289,
,,24.1,0.000458895,11.16070289,
,,24,0.000142824,11.16070289,
,,23.9,7.80E-05,11.16070289,
,,23.8,0,11.16070289,
,,23.7,8.96E-05,11.16070289,
,,23.6,0.002912709,11.16070289,
,,23.5,0.000309465,11.16070289,
,,23.4,0.000351903,11.16070289,
,,23.3,0.000259675,11.16070289,
,,23.2,0.000735893,11.16070289,
,,23.1,0.001150715,11.16070289,
,,23,0.000492164,11.16070289,
,,22.9,0.000611484,11.16070289,
,,22.8,0.000549216,11.16070289,
,,22.7,0.000297111,11.16070289,
,,22.6,0.000111304,11.16070289,
,,22.5,0,11.16070289,
,,22.4,0.000120161,11.16070289,
,,22.3,0.00049202,11.16070289,
,,22.2,0.000205621,11.16070289,
,,22.1,0.000340397,11.16070289,
,,22,0.000240813,11.16070289,
,,21.9,0.000637585,11.16070289,
,,21.8,0.000180073,11.16070289,
,,21.7,0,11.16070289,
,,21.6,0.000696956,11.16070289,
,,21.5,0.000138994,11.16070289,
,,21.4,0.00424011,11.16070289,
,,21.3,0.000295515,11.16070289,
,,21.2,0.001527075,11.16070289,
,,21.1,0.001444727,11.16070289,
,,21,0.000434264,11.16070289,
,,20.9,8.78E-05,11.16070289,
,,20.8,0.000137612,11.16070289,
,,20.7,8.17E-05,11.16070289,
,,20.6,0.003841886,11.16070289,
,,20.5,0.000116458,11.16070289,
,,20.4,0.000550873,11.16070289,
,,20.3,0.000111524,11.16070289,
,,20.2,0.000236551,11.16070289,
,,20.1,0.000154606,11.16070289,
,,20,0.000146359,11.16070289,
,,19.9,0.000167768,11.16070289,
,,19.8,0,11.16070289,
,,19.7,0.00053459,11.16070289,
,,19.6,0.000520493,11.16070289,
,,19.5,0.000500857,11.16070289,
,,19.4,0.000373204,11.16070289,
,,19.3,0.000301216,11.16070289,
,,19.2,0.000408062,11.16070289,
,,19.1,0.000761204,11.16070289,
,,19,0.000621988,11.16070289,
,,18.9,0.000175394,11.16070289,
,,18.8,0.009343006,11.16070289,
,,18.7,6.23E-05,11.16070289,
,,18.6,0,11.16070289,
,,18.5,0.000157177,11.16070289,
,,18.4,0.000892408,11.16070289,
,,18.3,0.000754174,11.16070289,
,,18.2,0.000357835,11.16070289,
,,18.1,0,11.16070289,
,,18,0.001287946,11.16070289,
