STREAM_ID,NODE_ID,STREAM_KM,ELEVATION,GRADIENT,BOTTOM_WIDTH,CHANNEL_ANGLE_Z,MANNINGS_n,SED_THERMAL_CONDUCTIVITY,SED_THERMAL_DIFFUSIVITY,SED_HYPORHEIC_THICKNESSS,HYPORHEIC_PERCENT,POROSITY
,272,27.2,289.6129,0.006927,7.6,0,0.15,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,271,27.1,289.19733,0.0041557,8.62547,0,0.137825,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,270,27.0,288.2924,0.0090493,8.43756,0,0.12565,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,269,26.9,287.52084,0.0077156,10.849665,0,0.113475,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,268,26.8,286.50238,0.0101846,8.620085,0,0.1013,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,267,26.7,286.4139,0.0008848,6.153915,0,0.089125,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,266,26.6,286.28906,0.0012484,8.050775,0,0.07695,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,265,26.5,286.2621,0.0002696,8.006215,0,0.064775,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,264,26.4,286.2007,0.000614,7.06912,0,0.0526,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,263,26.3,286.0898,0.001109,8.00542,0,0.059557143,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,262,26.2,286.01062,0.0007918,7.89595,0,0.066514286,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,261,26.1,285.91278,0.0009784,7.04444,0,0.073471429,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,260,26.0,285.83417,0.0007861,8.34375,0,0.080428571,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,259,25.9,285.77585,0.0005832,8.60172,0,0.087385714,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,258,25.8,285.6381,0.0013775,8.62155,0,0.094342857,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,257,25.7,285.58084,0.0005726,8.95913,0,0.1013,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,256,25.6,285.49704,0.000838,9.39871,0,0.108257143,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,255,25.5,285.30664,0.001904,12.22125,0,0.115214286,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,254,25.4,285.21246,0.0009418,11.30933,0,0.122171429,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,253,25.3,284.7246,0.0048786,14.041014,0,0.129128571,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,252,25.2,283.93527,0.0078933,12.103625,0,0.136085714,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
,251,25.1,283.44034,0.0049493,12.45262,0,0.143042857,1.561758904,0.00675352,0.36707531,0.010078884,0.622640924
